ID,RA,Dec,mag_r,True_Class,Prediction_Elliptical,Prediction_Spiral,predBin_Elliptical,predBin_Spiral,Train
SPLUS.STRIPE82-0056.13638.griz,38.2551,0.4208,13.67,Spiral,7.113814e-05,0.5976775,0,1,1
SPLUS.STRIPE82-0056.13845.griz,37.7521,0.4824,16.03,Spiral,0.00023770332,0.5750079,0,1,1
SPLUS.STRIPE82-0056.13972.griz,38.0241,0.4875,16.86,Spiral,0.0017818809,0.7986977,0,1,1
SPLUS.STRIPE82-0056.15102.griz,38.6675,0.5273,15.17,Elliptical,0.9942261,0.015754908,1,0,1
SPLUS.STRIPE82-0056.19072.griz,38.7121,0.6738,15.94,Spiral,0.00038442016,0.87990475,0,1,1
SPLUS.STRIPE82-0056.23402.griz,38.6603,1.0653,16.39,Spiral,0.00018665195,0.98979616,0,1,1
SPLUS.STRIPE82-0056.24424.griz,38.907,1.0317,15.56,Spiral,0.0003399253,0.9796475,0,1,1
SPLUS.STRIPE82-0056.26934.griz,38.4846,0.9239,14.88,Spiral,2.4110079e-05,0.8842097,0,1,1
SPLUS.STRIPE82-0056.27063.griz,38.3507,0.9277,16.66,Spiral,0.98328495,0.026523948,1,0,1
SPLUS.STRIPE82-0056.27922.griz,37.9299,0.9044,14.45,Spiral,0.00024327636,0.9661947,0,1,1
SPLUS.STRIPE82-0056.33301.griz,37.6718,1.258,15.99,Spiral,0.0005578697,0.9878795,0,1,1
SPLUS.STRIPE82-0056.33533.griz,37.8052,1.2449,15.47,Spiral,0.00024306774,0.60516036,0,1,1
SPLUS.STRIPE82-0056.34303.griz,37.9906,1.2465,12.86,Elliptical,0.6882155,0.50072247,1,0,1
SPLUS.STRIPE82-0056.34536.griz,38.3814,1.14,13.8,Spiral,1.886487e-05,0.68269724,0,1,1
SPLUS.STRIPE82-0056.34714.griz,37.8072,1.1939,16.21,Spiral,0.0009963214,0.9539611,0,1,1
SPLUS.STRIPE82-0056.35448.griz,37.7588,1.1797,16.49,Spiral,0.0001758039,0.90943515,0,1,1
SPLUS.STRIPE82-0056.36240.griz,38.1724,1.1522,15.64,Spiral,0.00013381243,0.74740094,0,1,1
SPLUS.STRIPE82-0056.37178.griz,37.7452,1.1129,16.24,Elliptical,0.9999519,0.00012305379,1,0,1
SPLUS.STRIPE82-0056.37386.griz,38.4651,1.1372,14.16,Elliptical,0.99944854,0.0011894405,1,0,1
SPLUS.STRIPE82-0057.06153.griz,39.4672,-1.1420000000000001,15.5,Spiral,0.000744015,0.98802054,0,1,1
SPLUS.STRIPE82-0057.07749.griz,39.7667,-1.1092,15.87,Spiral,0.00029793382,0.90468645,0,1,1
SPLUS.STRIPE82-0057.11331.griz,39.2669,-0.9474,16.46,Spiral,0.0007058084,0.98989576,0,1,1
SPLUS.STRIPE82-0057.11678.griz,40.0413,-0.9469,14.95,Spiral,0.00069111586,0.88134366,0,1,1
SPLUS.STRIPE82-0057.11922.griz,40.2132,-0.9324,16.84,Elliptical,0.99999666,5.066395e-07,1,0,1
SPLUS.STRIPE82-0057.12776.griz,39.408,-0.9056,15.26,Spiral,6.7949295e-05,0.98689365,0,1,1
SPLUS.STRIPE82-0057.16950.griz,39.3343,-0.7485,16.51,Spiral,0.00094884634,0.7307203,0,1,1
SPLUS.STRIPE82-0057.17393.griz,39.0744,-0.7377,16.37,Elliptical,0.99934274,0.0034629703,1,0,1
SPLUS.STRIPE82-0057.18279.griz,39.0583,-0.6976,15.37,Spiral,1.2367964e-05,0.9982897,0,1,1
SPLUS.STRIPE82-0057.20060.griz,39.5361,-0.6423,16.42,Spiral,0.00032779574,0.8148711,0,1,1
SPLUS.STRIPE82-0057.20961.griz,38.9776,-0.6031,16.27,Spiral,0.00043976307,0.9497632,0,1,1
SPLUS.STRIPE82-0057.22656.griz,39.6093,-0.2909,16.76,Spiral,0.0024974644,0.985829,0,1,1
SPLUS.STRIPE82-0057.23717.griz,39.7464,-0.3271,16.76,Spiral,0.00015085936,0.99774826,0,1,1
SPLUS.STRIPE82-0057.25420.griz,39.2601,-0.3936,15.66,Elliptical,0.98259854,0.07008821,1,0,1
SPLUS.STRIPE82-0057.28366.griz,39.4375,-0.5052,16.16,Elliptical,0.9994273,0.0030775964,1,0,1
SPLUS.STRIPE82-0057.30362.griz,39.2953,0.0122,15.81,Spiral,0.0012377799,0.9923887,0,1,1
SPLUS.STRIPE82-0057.32710.griz,39.7104,-0.0307,15.64,Spiral,0.00028455257,0.93050545,0,1,1
SPLUS.STRIPE82-0057.33694.griz,40.018,-0.1105,15.76,Spiral,0.0010431707,0.8184583,0,1,1
SPLUS.STRIPE82-0057.34338.griz,39.99,-0.1567,16.19,Spiral,0.00014010072,0.98187566,0,1,1
SPLUS.STRIPE82-0057.34957.griz,39.6338,-0.1851,16.49,Spiral,0.0004146099,0.9344956,0,1,1
SPLUS.STRIPE82-0057.35138.griz,39.6054,-0.1883,14.89,Spiral,0.00092598796,0.97026753,0,1,1
SPLUS.STRIPE82-0057.35838.griz,39.2658,-0.2213,15.94,Spiral,0.00023555756,0.926479,0,1,1
SPLUS.STRIPE82-0057.36359.griz,39.0302,-0.2392,16.12,Elliptical,0.99955094,0.0007508397,1,0,1
SPLUS.STRIPE82-0058.03614.griz,39.0873,0.1875,16.17,Elliptical,0.95846725,0.105437785,1,0,1
SPLUS.STRIPE82-0058.05029.griz,40.2357,0.2461,16.45,Spiral,0.00012636185,0.97794914,0,1,1
SPLUS.STRIPE82-0058.05643.griz,39.7194,0.2673,16.27,Spiral,2.7775764e-05,0.99887645,0,1,1
SPLUS.STRIPE82-0058.06874.griz,39.6449,0.3259,16.43,Spiral,9.0539455e-05,0.9976177,0,1,1
SPLUS.STRIPE82-0058.07006.griz,39.0641,0.325,16.77,Spiral,0.00084009767,0.93383825,0,1,1
SPLUS.STRIPE82-0058.09466.griz,40.0788,0.4397,16.94,Spiral,0.00013491511,0.99732494,0,1,1
SPLUS.STRIPE82-0058.09957.griz,39.6671,0.4841,14.95,Spiral,0.00021237135,0.8201759,0,1,1
SPLUS.STRIPE82-0058.10309.griz,39.8126,0.4786,14.92,Elliptical,0.99881864,0.010282099,1,0,1
SPLUS.STRIPE82-0058.11601.griz,40.1829,0.5271,15.51,Spiral,0.0014674962,0.51857656,0,0,1
SPLUS.STRIPE82-0058.11991.griz,39.8246,0.539,16.3,Spiral,0.0008029938,0.9962071,0,1,1
SPLUS.STRIPE82-0058.14610.griz,39.0734,0.6562,16.23,Spiral,0.0006567836,0.97736627,0,1,1
SPLUS.STRIPE82-0058.15130.griz,39.0983,0.7087,14.25,Spiral,0.00027692318,0.5334487,0,1,1
SPLUS.STRIPE82-0058.21597.griz,40.2913,1.1181,15.78,Elliptical,0.9810951,0.038828194,1,0,1
SPLUS.STRIPE82-0058.21793.griz,39.1574,1.1066,14.23,Spiral,3.257394e-05,0.98828673,0,1,1
SPLUS.STRIPE82-0058.23665.griz,39.0502,1.0247,16.7,Spiral,0.0013256073,0.9252352,0,1,1
SPLUS.STRIPE82-0058.26235.griz,39.0792,0.9243,16.94,Spiral,0.00033438206,0.9772012,0,1,1
SPLUS.STRIPE82-0058.28338.griz,39.8879,0.8333,16.75,Elliptical,0.96492815,0.052258223,1,0,1
SPLUS.STRIPE82-0059.03768.griz,40.4132,-1.2391,16.6,Spiral,0.00015240908,0.9915011,0,1,1
SPLUS.STRIPE82-0059.04933.griz,40.4852,-1.1994,16.16,Elliptical,0.9983808,0.0006431043,1,0,1
SPLUS.STRIPE82-0059.05777.griz,40.5951,-1.1692,15.62,Spiral,0.00071680546,0.92644405,0,1,1
SPLUS.STRIPE82-0059.07313.griz,40.6535,-1.1217,15.72,Spiral,0.00036346912,0.9481447,0,1,1
SPLUS.STRIPE82-0059.08212.griz,41.3863,-1.0731,16.81,Spiral,3.4213066e-05,0.9917004,0,1,1
SPLUS.STRIPE82-0059.09940.griz,40.8014,-1.0201,16.7,Elliptical,0.99957,0.00030738115,1,0,1
SPLUS.STRIPE82-0059.10026.griz,40.6322,-1.0154,15.0,Spiral,0.00035655499,0.29228568,0,0,1
SPLUS.STRIPE82-0059.10759.griz,40.8711,-1.0027,14.68,Spiral,0.00039848685,0.9305168,0,1,1
SPLUS.STRIPE82-0059.12391.griz,40.3604,-0.9478,15.85,Spiral,0.0021384358,0.9870733,0,1,1
SPLUS.STRIPE82-0059.13739.griz,41.71100000000001,-0.8994,15.71,Spiral,0.0013413131,0.9333016,0,1,1
SPLUS.STRIPE82-0059.15231.griz,41.643,-0.8436,15.76,Spiral,0.00069981813,0.919652,0,1,1
SPLUS.STRIPE82-0059.15476.griz,41.7146,-0.835,15.8,Spiral,0.00088873506,0.9218055,0,1,1
SPLUS.STRIPE82-0059.16593.griz,40.3835,-0.7933,15.89,Elliptical,0.999995,7.95722e-06,1,0,1
SPLUS.STRIPE82-0059.17919.griz,41.3625,-0.7508,16.69,Elliptical,0.9997161,0.00021284819,1,0,1
SPLUS.STRIPE82-0059.18356.griz,41.2575,-0.7296,16.29,Spiral,0.0005618334,0.98887825,0,1,1
SPLUS.STRIPE82-0059.18644.griz,41.4177,-0.7229,16.55,Elliptical,0.9999447,1.5735626e-05,1,0,1
SPLUS.STRIPE82-0059.19081.griz,41.3074,-0.7461,14.43,Elliptical,0.9999826,1.2904406e-05,1,0,1
SPLUS.STRIPE82-0059.20835.griz,41.5006,-0.6578,16.84,Spiral,0.0006298125,0.89371485,0,1,1
SPLUS.STRIPE82-0059.21222.griz,41.6137,-0.6585,14.92,Spiral,0.00021672249,0.8264142,0,1,1
SPLUS.STRIPE82-0059.22470.griz,41.5743,-0.6071,15.35,Spiral,0.93334985,0.43627867,1,0,1
SPLUS.STRIPE82-0059.22624.griz,41.4937,-0.5998,15.47,Spiral,0.00034871697,0.84105694,0,1,1
SPLUS.STRIPE82-0059.22661.griz,40.9707,-0.6176,15.78,Spiral,0.000164181,0.99556434,0,1,1
SPLUS.STRIPE82-0059.22961.griz,41.6533,-0.5853,15.49,Elliptical,0.9999832,2.0056963e-05,1,0,1
SPLUS.STRIPE82-0059.23397.griz,40.5348,-0.6274,16.09,Elliptical,0.9993465,0.004544705,1,0,1
SPLUS.STRIPE82-0059.23970.griz,41.7258,-0.5652,14.71,Spiral,0.0016690791,0.68482983,0,1,1
SPLUS.STRIPE82-0059.24966.griz,41.4316,-0.5393,14.91,Spiral,0.00052395463,0.6414361,0,1,1
SPLUS.STRIPE82-0059.25045.griz,41.6991,-0.5708,13.82,Elliptical,0.9999794,1.898408e-05,1,0,1
SPLUS.STRIPE82-0059.26490.griz,41.6294,-0.3662,16.0,Spiral,0.00033393502,0.88532585,0,1,1
SPLUS.STRIPE82-0059.26501.griz,41.5576,-0.3592,16.91,Spiral,0.0005174875,0.96305096,0,1,1
SPLUS.STRIPE82-0059.29825.griz,41.578,0.0265,16.47,Spiral,2.321601e-05,0.9992902,0,1,1
SPLUS.STRIPE82-0059.30683.griz,41.4605,-0.0046,16.74,Elliptical,0.99610007,0.0016414821,1,0,1
SPLUS.STRIPE82-0059.35788.griz,41.0966,-0.1785,15.83,Elliptical,0.9999964,1.0073185e-05,1,0,1
SPLUS.STRIPE82-0059.37630.griz,41.4483,-0.2409,15.76,Spiral,0.00024366379,0.89373255,0,1,1
SPLUS.STRIPE82-0059.40244.griz,41.5311,-0.3296,15.28,Spiral,6.082654e-05,0.9979993,0,1,1
SPLUS.STRIPE82-0060.01595.griz,41.1529,0.1421,14.81,Elliptical,0.9999082,0.00031158328,1,0,1
SPLUS.STRIPE82-0060.01613.griz,41.688,0.1406,15.18,Elliptical,0.9994332,0.00097203255,1,0,1
SPLUS.STRIPE82-0060.01764.griz,40.9691,0.1527,15.35,Spiral,0.0002528429,0.9409373,0,1,1
SPLUS.STRIPE82-0060.02214.griz,41.294,0.1784,15.77,Spiral,0.0008970797,0.9085659,0,1,1
SPLUS.STRIPE82-0060.04111.griz,41.2428,0.3087,16.87,Spiral,0.00046229362,0.9905786,0,1,1
SPLUS.STRIPE82-0060.04587.griz,41.0683,0.3416,15.91,Elliptical,0.5250686,0.8313762,0,1,1
SPLUS.STRIPE82-0060.05092.griz,41.6999,0.4216,13.75,Elliptical,0.9998636,4.8190355e-05,1,0,1
SPLUS.STRIPE82-0060.06786.griz,40.9362,0.4853,16.99,Spiral,0.00019049644,0.9870411,0,1,1
SPLUS.STRIPE82-0060.08035.griz,41.0277,0.5694,16.6,Spiral,0.014878154,0.9901142,0,1,1
SPLUS.STRIPE82-0060.11127.griz,41.4321,1.2139,16.78,Spiral,0.0010444522,0.8108296,0,1,1
SPLUS.STRIPE82-0060.11578.griz,41.3789,0.9207,15.85,Elliptical,0.9941529,0.020590425,1,0,1
SPLUS.STRIPE82-0060.11600.griz,41.4542,0.9083,15.84,Spiral,0.0004478991,0.8257891,0,1,1
SPLUS.STRIPE82-0060.11803.griz,41.4017,0.7149,15.93,Spiral,0.0005070865,0.911031,0,1,1
SPLUS.STRIPE82-0060.14449.griz,41.2866,1.2405,15.07,Elliptical,0.9996317,0.0013290048,1,0,1
SPLUS.STRIPE82-0060.15094.griz,40.4495,1.2021,15.65,Elliptical,0.9999239,0.00014328957,1,0,1
SPLUS.STRIPE82-0060.15997.griz,40.4222,1.1268,15.57,Spiral,0.0006944239,0.9019138,0,1,1
SPLUS.STRIPE82-0060.16605.griz,40.4349,1.0958,14.92,Elliptical,0.99970436,0.0004233122,1,0,1
SPLUS.STRIPE82-0060.17189.griz,41.2496,1.0552,14.4,Spiral,0.00012212992,0.96218735,0,1,1
SPLUS.STRIPE82-0060.17417.griz,40.6136,1.0373,15.39,Spiral,0.0003286898,0.85394573,0,1,1
SPLUS.STRIPE82-0060.17753.griz,40.5307,1.0190000000000001,15.87,Spiral,7.855892e-05,0.9965923,0,1,1
SPLUS.STRIPE82-0060.17832.griz,41.0984,1.0154,16.81,Spiral,0.00022554398,0.9849844,0,1,1
SPLUS.STRIPE82-0060.18085.griz,40.928000000000004,1.0032,16.59,Elliptical,0.9344195,0.01729992,1,0,1
SPLUS.STRIPE82-0060.19541.griz,41.3168,0.9004,16.68,Spiral,0.0026606321,0.8735686,0,1,1
SPLUS.STRIPE82-0060.19879.griz,40.5601,0.8778,16.11,Spiral,0.0011147261,0.96148527,0,1,1
SPLUS.STRIPE82-0060.21353.griz,41.1302,0.7759999999999999,15.42,Elliptical,0.99991703,0.00013685226,1,0,1
SPLUS.STRIPE82-0060.21365.griz,41.01600000000001,0.7749,14.58,Spiral,0.00037875772,0.79975843,0,1,1
SPLUS.STRIPE82-0060.21723.griz,41.2943,0.7577,16.28,Spiral,0.00015106797,0.9901973,0,1,1
SPLUS.STRIPE82-0060.22207.griz,40.8657,0.7275,16.59,Spiral,0.000672102,0.94780993,0,1,1
SPLUS.STRIPE82-0061.05049.griz,42.7191,-1.2223,16.42,Spiral,0.00040337443,0.7521795,0,1,1
SPLUS.STRIPE82-0061.06930.griz,42.538000000000004,-1.1572,16.81,Elliptical,0.9999223,4.634261e-05,1,0,1
SPLUS.STRIPE82-0061.11830.griz,42.9776,-0.9801,15.38,Elliptical,0.99671185,0.008008778,1,0,1
SPLUS.STRIPE82-0061.12110.griz,42.1434,-0.9932,15.27,Spiral,0.00016087294,0.98805004,0,1,1
SPLUS.STRIPE82-0061.12116.griz,42.8125,-0.9731,16.14,Spiral,0.001978159,0.8606571,0,1,1
SPLUS.STRIPE82-0061.12393.griz,42.4733,-1.0035,14.27,Spiral,3.015995e-05,0.87707305,0,1,1
SPLUS.STRIPE82-0061.16636.griz,42.8053,-0.8449,14.79,Elliptical,0.99993753,6.145239e-05,1,0,1
SPLUS.STRIPE82-0061.16959.griz,42.4555,-0.7934,15.02,Spiral,6.568432e-05,0.883677,0,1,1
SPLUS.STRIPE82-0061.17372.griz,42.9838,-0.8362,13.58,Elliptical,0.99994147,0.00012516975,1,0,1
SPLUS.STRIPE82-0061.17549.griz,42.3181,-0.774,16.3,Elliptical,0.9999678,2.5898218e-05,1,0,1
SPLUS.STRIPE82-0061.17968.griz,42.3093,-0.758,16.16,Spiral,0.00021505356,0.9511766,0,1,1
SPLUS.STRIPE82-0061.18209.griz,41.8381,-0.7482,15.65,Spiral,0.00031980872,0.99795383,0,1,1
SPLUS.STRIPE82-0061.18424.griz,42.0327,-0.7523,14.82,Spiral,3.6597252e-05,0.99222773,0,1,1
SPLUS.STRIPE82-0061.18542.griz,42.2117,-0.7673,13.39,Spiral,5.7786703e-05,0.87976605,0,1,1
SPLUS.STRIPE82-0061.18963.griz,41.8224,-0.7233,16.94,Spiral,0.00032445788,0.9976243,0,1,1
SPLUS.STRIPE82-0061.19426.griz,42.3974,-0.7236,15.2,Spiral,0.002365917,0.93874216,0,1,1
SPLUS.STRIPE82-0061.19773.griz,42.8962,-0.7338,13.92,Spiral,0.0036264658,0.9844019,0,1,1
SPLUS.STRIPE82-0061.20423.griz,42.6395,-0.6701,15.74,Spiral,0.0011207163,0.5955219,0,1,1
SPLUS.STRIPE82-0061.21630.griz,42.0024,-0.6157,16.91,Spiral,0.0043397546,0.95335084,0,1,1
SPLUS.STRIPE82-0061.22939.griz,42.3913,-0.5885,15.14,Elliptical,0.9999176,0.00021222234,1,0,1
SPLUS.STRIPE82-0061.23501.griz,42.1422,-0.5498,16.21,Spiral,0.00034692883,0.9971682,0,1,1
SPLUS.STRIPE82-0061.24981.griz,42.5749,-0.3554,15.3,Spiral,0.00064736605,0.89292204,0,1,1
SPLUS.STRIPE82-0061.25903.griz,41.8206,-0.3903,14.69,Elliptical,0.99999356,1.1265278e-05,1,0,1
SPLUS.STRIPE82-0061.27704.griz,41.8404,-0.4624,15.52,Spiral,0.0015162528,0.8930449,0,1,1
SPLUS.STRIPE82-0061.29222.griz,42.17100000000001,-0.5099,16.7,Elliptical,0.9996269,0.00042310357,1,0,1
SPLUS.STRIPE82-0061.29938.griz,43.1583,0.0068,16.39,Spiral,3.901124e-05,0.9996107,0,1,1
SPLUS.STRIPE82-0061.31041.griz,42.6329,-0.0245,15.88,Spiral,0.00069609284,0.986169,0,1,1
SPLUS.STRIPE82-0061.31421.griz,43.1343,-0.0477,15.02,Elliptical,0.9999423,3.325939e-05,1,0,1
SPLUS.STRIPE82-0061.31693.griz,42.2961,-0.0573,16.37,Elliptical,0.99951196,0.0006431937,1,0,1
SPLUS.STRIPE82-0061.31890.griz,42.4165,-0.0699,13.85,Spiral,0.00011214614,0.9622092,0,1,1
SPLUS.STRIPE82-0061.32723.griz,42.1984,-0.1091,14.74,Elliptical,0.99978733,0.00025200844,1,0,1
SPLUS.STRIPE82-0061.34398.griz,42.9448,-0.1645,16.92,Elliptical,0.9988107,9.325147e-05,1,0,1
SPLUS.STRIPE82-0061.36062.griz,42.5327,-0.2669,13.82,Elliptical,0.99997747,6.0230494e-05,1,0,1
SPLUS.STRIPE82-0061.37249.griz,41.8658,-0.2851,12.82,Spiral,2.0861626e-06,0.8816979,0,1,1
SPLUS.STRIPE82-0061.37276.griz,41.8685,-0.2682,14.39,Spiral,5.8799982e-05,0.9987853,0,1,1
SPLUS.STRIPE82-0061.37490.griz,42.4205,-0.5234,13.98,Spiral,5.301833e-05,0.6855403,0,1,1
SPLUS.STRIPE82-0062.00006.griz,41.8463,0.0588,15.14,Elliptical,0.9982047,0.0059242845,1,0,1
SPLUS.STRIPE82-0062.00235.griz,42.5703,0.0919,13.7,Spiral,7.8082085e-06,0.86921555,0,1,1
SPLUS.STRIPE82-0062.00501.griz,42.5608,0.0943,15.56,Spiral,4.61936e-05,0.9367253,0,1,1
SPLUS.STRIPE82-0062.00861.griz,41.8484,0.1006,16.47,Elliptical,0.9980141,0.0031149685,1,0,1
SPLUS.STRIPE82-0062.05439.griz,43.0349,0.3494,15.94,Spiral,0.0003862977,0.9017073,0,1,1
SPLUS.STRIPE82-0062.05740.griz,42.7313,0.3669,15.48,Spiral,6.3955784e-05,0.5842303,0,1,1
SPLUS.STRIPE82-0062.05763.griz,42.7394,0.3695,15.86,Spiral,5.108118e-05,0.766634,0,1,1
SPLUS.STRIPE82-0062.06313.griz,42.2242,0.4007,16.58,Spiral,0.00028210878,0.9759829,0,1,1
SPLUS.STRIPE82-0062.06686.griz,41.8184,0.469,15.8,Spiral,0.00039860606,0.97312057,0,1,1
SPLUS.STRIPE82-0062.08751.griz,43.0978,0.5336,16.75,Spiral,0.0006045997,0.9552269,0,1,1
SPLUS.STRIPE82-0062.09087.griz,43.0816,0.5562,15.91,Spiral,0.00089499354,0.8682866,0,1,1
SPLUS.STRIPE82-0062.10054.griz,42.9774,0.6647,14.29,Spiral,0.00017234683,0.93940926,0,1,1
SPLUS.STRIPE82-0062.11113.griz,41.9121,0.6918,15.89,Spiral,0.8074951,0.5581778,0,0,1
SPLUS.STRIPE82-0062.14248.griz,41.7527,0.7238,16.81,Spiral,0.0011875927,0.98625183,0,1,1
SPLUS.STRIPE82-0062.14663.griz,42.3389,0.6865,16.01,Spiral,0.0014672577,0.86209786,0,1,1
SPLUS.STRIPE82-0062.18189.griz,42.2274,1.1887,16.46,Elliptical,0.9996005,0.00052616,1,0,1
SPLUS.STRIPE82-0062.20115.griz,42.6019,1.0809,15.0,Spiral,0.00027692318,0.94086313,0,1,1
SPLUS.STRIPE82-0062.20468.griz,42.6802,1.061,16.41,Spiral,0.00044456124,0.83080626,0,1,1
SPLUS.STRIPE82-0062.21320.griz,41.83,1.0463,14.6,Spiral,8.33869e-05,0.986461,0,1,1
SPLUS.STRIPE82-0062.22457.griz,42.0437,0.9455,16.37,Spiral,0.0005851388,0.91522825,0,1,1
SPLUS.STRIPE82-0062.22521.griz,42.7968,0.9419,16.69,Elliptical,0.99989843,7.456541e-05,1,0,1
SPLUS.STRIPE82-0062.23779.griz,42.5665,0.8713,16.96,Spiral,0.0003284216,0.93901753,0,1,1
SPLUS.STRIPE82-0062.25679.griz,41.9157,0.7598,16.87,Spiral,0.0012913644,0.8964992,0,1,1
SPLUS.STRIPE82-0062.25883.griz,42.4053,0.7329,15.87,Spiral,0.0004169047,0.96344864,0,1,1
SPLUS.STRIPE82-0062.26083.griz,42.1615,0.7406,16.65,Elliptical,0.99782044,0.00082731247,1,0,1
SPLUS.STRIPE82-0063.02482.griz,43.7632,-1.1893,14.03,Spiral,0.0001733005,0.8345575,0,1,1
SPLUS.STRIPE82-0063.09840.griz,44.2936,-0.8390000000000001,15.3,Spiral,0.0002695322,0.808864,0,1,1
SPLUS.STRIPE82-0063.10559.griz,43.9437,-0.8387,16.17,Spiral,0.00077447295,0.93982804,0,1,1
SPLUS.STRIPE82-0063.10771.griz,43.2411,-0.8158,16.17,Elliptical,0.9999896,1.4126301e-05,1,0,1
SPLUS.STRIPE82-0063.13103.griz,43.4167,0.0103,16.22,Spiral,0.00019213557,0.9431447,0,1,1
SPLUS.STRIPE82-0063.13980.griz,43.4068,-0.0293,16.32,Spiral,0.00038442016,0.98691773,0,1,1
SPLUS.STRIPE82-0063.16529.griz,44.0918,-0.1532,14.84,Spiral,0.0003286004,0.15283674,0,0,1
SPLUS.STRIPE82-0063.16910.griz,43.7529,-0.1638,15.84,Elliptical,0.999766,0.00015154481,1,0,1
SPLUS.STRIPE82-0063.18068.griz,44.2987,-0.223,14.63,Spiral,0.00034976006,0.71145016,0,1,1
SPLUS.STRIPE82-0063.19093.griz,43.3475,-0.2674,16.68,Spiral,0.00053080916,0.9932292,0,1,1
SPLUS.STRIPE82-0063.20035.griz,44.3494,-0.3094,13.63,Elliptical,0.99977326,0.00027564168,1,0,1
SPLUS.STRIPE82-0063.21809.griz,43.2271,-0.401,16.23,Spiral,0.00077313185,0.75897807,0,1,1
SPLUS.STRIPE82-0064.03340.griz,43.7722,0.1421,16.79,Spiral,0.0002591014,0.8830818,0,1,1
SPLUS.STRIPE82-0064.03743.griz,43.5187,0.1583,16.86,Spiral,7.620454e-05,0.9962696,0,1,1
SPLUS.STRIPE82-0064.05888.griz,43.7842,0.2552,16.83,Elliptical,0.9981046,0.00052165985,1,0,1
SPLUS.STRIPE82-0064.12498.griz,44.038000000000004,0.5782,15.2,Elliptical,0.99139225,0.01989171,1,0,1
SPLUS.STRIPE82-0064.13916.griz,43.9885,0.6926,13.13,Spiral,8.317828e-05,0.9829731,0,1,1
SPLUS.STRIPE82-0064.15263.griz,43.5177,0.6766,16.26,Spiral,0.002171725,0.57560325,0,1,1
SPLUS.STRIPE82-0064.15623.griz,43.9145,0.705,16.55,Spiral,0.0014488995,0.52804583,0,0,1
SPLUS.STRIPE82-0064.16225.griz,43.5649,0.7287,16.73,Spiral,0.00017771125,0.8333101,0,1,1
SPLUS.STRIPE82-0064.16525.griz,43.6729,0.7364,15.79,Elliptical,0.9987374,0.003177464,1,0,1
SPLUS.STRIPE82-0064.16762.griz,43.6991,0.7524,16.12,Spiral,0.00080034137,0.7565178,0,1,1
SPLUS.STRIPE82-0064.20058.griz,43.5724,1.2006,16.5,Elliptical,0.59371746,0.5220521,1,0,1
SPLUS.STRIPE82-0064.21473.griz,44.6013,1.1386,16.16,Elliptical,0.99967897,0.00033137202,1,0,1
SPLUS.STRIPE82-0064.23945.griz,43.5606,1.0292,14.68,Spiral,6.446242e-05,0.60742724,0,1,1
SPLUS.STRIPE82-0064.25056.griz,43.6947,0.9893,16.51,Spiral,0.011207908,0.99421424,0,1,1
SPLUS.STRIPE82-0064.25523.griz,43.6583,0.9395,14.74,Elliptical,0.9999895,1.2814999e-05,1,0,1
SPLUS.STRIPE82-0064.26837.griz,43.6131,0.9066,16.92,Spiral,0.033480555,0.9547235,0,1,1
SPLUS.STRIPE82-0064.27545.griz,44.1131,0.8758,13.76,Spiral,1.513958e-05,0.870816,0,1,1
SPLUS.STRIPE82-0064.29858.griz,44.5562,0.7772,16.5,Spiral,0.00039619207,0.73610973,0,1,1
SPLUS.STRIPE82-0065.02847.griz,45.7044,-1.2434,15.17,Elliptical,0.998513,0.0062994063,1,0,1
SPLUS.STRIPE82-0065.03723.griz,45.9752,-1.1876,15.45,Spiral,4.0352345e-05,0.9663829,0,1,1
SPLUS.STRIPE82-0065.04130.griz,44.8466,-1.1667,14.72,Elliptical,0.9999466,0.000116825104,1,0,1
SPLUS.STRIPE82-0065.05389.griz,45.7491,-1.0818,15.1,Spiral,0.00010892749,0.92366517,0,1,1
SPLUS.STRIPE82-0065.07101.griz,45.9855,-0.9748,15.17,Elliptical,0.99899065,0.0058375895,1,0,1
SPLUS.STRIPE82-0065.07216.griz,45.3591,-0.991,16.94,Spiral,2.2739172e-05,0.99687654,0,1,1
SPLUS.STRIPE82-0065.08555.griz,45.9394,-0.9224,16.3,Spiral,0.00012630224,0.9662503,0,1,1
SPLUS.STRIPE82-0065.08757.griz,46.0133,-0.9097,16.24,Spiral,0.0004054904,0.9582543,0,1,1
SPLUS.STRIPE82-0065.11499.griz,44.7356,-0.7661,16.45,Spiral,0.00014582276,0.9835537,0,1,1
SPLUS.STRIPE82-0065.15220.griz,45.5928,-0.0907,16.85,Spiral,0.00033202767,0.95592475,0,1,1
SPLUS.STRIPE82-0065.15983.griz,45.3225,-0.1363,16.94,Spiral,0.00014606118,0.9823687,0,1,1
SPLUS.STRIPE82-0065.17131.griz,45.9602,-0.2044,14.11,Spiral,9.983778e-06,0.96114427,0,1,1
SPLUS.STRIPE82-0065.17640.griz,44.9269,-0.2327,16.04,Spiral,0.00049299,0.99433535,0,1,1
SPLUS.STRIPE82-0065.23608.griz,45.2579,-0.5614,16.76,Spiral,9.223819e-05,0.9987055,0,1,1
SPLUS.STRIPE82-0065.24817.griz,44.8086,-0.6209,16.32,Elliptical,0.9998294,0.0002117157,1,0,1
SPLUS.STRIPE82-0066.01244.griz,44.6495,0.0665,16.38,Elliptical,0.99173737,0.023530066,1,0,1
