ID,RA,Dec,mag_r,True_Class,Prediction_Elliptical,Prediction_Spiral,predBin_Elliptical,predBin_Spiral,Train
SPLUS.STRIPE82-0025.13361.griz,16.3395,-0.8381,15.66,Spiral,0.0018307567,0.9685794,0,1,1
SPLUS.STRIPE82-0025.13586.griz,17.4088,-0.8295,16.68,Spiral,2.2560358e-05,0.9972542,0,1,1
SPLUS.STRIPE82-0025.13819.griz,16.4317,-0.8501,16.02,Spiral,0.0003912151,0.98754656,0,1,1
SPLUS.STRIPE82-0025.14429.griz,16.3596,-0.8018,16.54,Spiral,0.0012502372,0.9254402,0,1,1
SPLUS.STRIPE82-0025.15071.griz,17.5792,-0.7774,16.82,Spiral,0.00027999282,0.99516547,0,1,1
SPLUS.STRIPE82-0025.15353.griz,17.2207,-0.7608,16.6,Spiral,0.0002822578,0.8839251,0,1,1
SPLUS.STRIPE82-0025.15858.griz,16.3918,-0.7515,15.27,Elliptical,0.9989826,0.0018244982,1,0,1
SPLUS.STRIPE82-0025.15895.griz,17.3566,-0.7345,16.68,Spiral,0.00018581748,0.77618104,0,1,1
SPLUS.STRIPE82-0025.16487.griz,17.5595,-0.718,16.0,Elliptical,0.9995053,0.00013875961,1,0,1
SPLUS.STRIPE82-0025.16603.griz,16.7762,-0.7155,16.59,Spiral,0.00031092763,0.8479433,0,1,1
SPLUS.STRIPE82-0025.16809.griz,17.5386,-0.7001,16.57,Spiral,2.9981136e-05,0.9045619,0,1,1
SPLUS.STRIPE82-0025.17084.griz,16.7881,-0.6217,13.31,Elliptical,0.97780037,0.043987513,1,0,1
SPLUS.STRIPE82-0025.18044.griz,17.0467,-0.6554,16.81,Spiral,0.00031092763,0.8057296,0,1,1
SPLUS.STRIPE82-0025.18856.griz,17.2562,-0.6221,16.95,Spiral,0.00012269616,0.99886066,0,1,1
SPLUS.STRIPE82-0025.19070.griz,16.8305,-0.6234,15.85,Spiral,0.00053814054,0.9357378,0,1,1
SPLUS.STRIPE82-0025.19144.griz,16.5678,-0.6175,16.69,Spiral,0.0029920936,0.8074548,0,1,1
SPLUS.STRIPE82-0025.19344.griz,16.5481,-0.6168,15.44,Spiral,0.0005981326,0.29008013,0,0,1
SPLUS.STRIPE82-0025.19574.griz,16.3243,-0.595,16.9,Spiral,0.00016283989,0.9965511,0,1,1
SPLUS.STRIPE82-0025.20102.griz,17.3651,-0.5801,15.55,Spiral,0.0028018057,0.9898242,0,1,1
SPLUS.STRIPE82-0025.20413.griz,17.2176,-0.5749,16.0,Elliptical,0.99997795,5.3286552e-05,1,0,1
SPLUS.STRIPE82-0025.20743.griz,16.7124,-0.5704,15.98,Spiral,0.0006893277,0.88147,0,1,1
SPLUS.STRIPE82-0025.22748.griz,16.6174,-0.2823,16.2,Spiral,0.0012177229,0.787212,0,1,1
SPLUS.STRIPE82-0025.23889.griz,16.9822,-0.4164,15.34,Elliptical,0.9995824,0.00069600344,1,0,1
SPLUS.STRIPE82-0025.25834.griz,16.9645,-0.3827,15.5,Spiral,0.0010797977,0.8614778,0,1,1
SPLUS.STRIPE82-0025.26584.griz,17.2931,-0.4191,16.3,Elliptical,0.9990882,0.0034077764,1,0,1
SPLUS.STRIPE82-0025.26765.griz,17.2209,-0.4232,16.4,Spiral,0.00011613965,0.9916628,0,1,1
SPLUS.STRIPE82-0025.27072.griz,17.6647,-0.4337,16.41,Elliptical,0.9983851,0.0025283396,1,0,1
SPLUS.STRIPE82-0025.27651.griz,17.499000000000002,-0.4535,16.76,Spiral,0.0010617673,0.5222353,0,0,1
SPLUS.STRIPE82-0025.27653.griz,17.5594,-0.4538,16.35,Elliptical,0.9805126,0.06554076,1,0,1
SPLUS.STRIPE82-0025.28827.griz,16.6452,-0.4982,16.23,Spiral,0.0004274845,0.83062834,0,1,1
SPLUS.STRIPE82-0025.31155.griz,17.0713,-0.046,15.69,Elliptical,0.9990165,0.0024157166,1,0,1
SPLUS.STRIPE82-0025.32355.griz,17.1144,-0.0875,15.6,Spiral,0.00028184056,0.7700448,0,1,1
SPLUS.STRIPE82-0025.32560.griz,17.0454,-0.1014,15.28,Spiral,0.000118881464,0.9954283,0,1,1
SPLUS.STRIPE82-0025.33571.griz,16.6395,-0.1337,15.49,Spiral,0.00051543117,0.729337,0,1,1
SPLUS.STRIPE82-0025.34044.griz,17.0094,-0.1565,16.75,Elliptical,0.98894644,0.0038395226,1,0,1
SPLUS.STRIPE82-0025.34098.griz,16.8302,-0.1597,16.78,Spiral,0.00015056133,0.9968705,0,1,1
SPLUS.STRIPE82-0025.34679.griz,16.4648,-0.1839,16.61,Spiral,0.0002551973,0.9143803,0,1,1
SPLUS.STRIPE82-0026.01714.griz,17.4639,0.0463,16.62,Spiral,0.0015274286,0.7665318,0,1,1
SPLUS.STRIPE82-0026.03536.griz,17.0968,0.0899,14.52,Spiral,0.6158211,0.61910653,0,0,1
SPLUS.STRIPE82-0026.04425.griz,16.5288,0.13699999999999998,15.82,Spiral,0.00018131733,0.38070184,0,0,1
SPLUS.STRIPE82-0026.05742.griz,16.7145,0.1808,15.68,Spiral,0.00023466349,0.977472,0,1,1
SPLUS.STRIPE82-0026.06469.griz,17.197,0.1988,16.03,Spiral,0.00010442734,0.6622673,0,1,1
SPLUS.STRIPE82-0026.07127.griz,16.6718,0.2403,16.07,Spiral,0.0015619099,0.9945159,0,1,1
SPLUS.STRIPE82-0026.07141.griz,17.7117,0.1982,14.64,Spiral,0.00026148558,0.6575434,0,1,1
SPLUS.STRIPE82-0026.07298.griz,16.4592,0.2423,15.66,Spiral,0.0005939305,0.9039583,0,1,1
SPLUS.STRIPE82-0026.08125.griz,17.1589,0.2755,16.29,Spiral,0.00014322996,0.9984232,0,1,1
SPLUS.STRIPE82-0026.09914.griz,17.3965,0.3371,15.29,Spiral,0.00065881014,0.9836727,0,1,1
SPLUS.STRIPE82-0026.09920.griz,16.9736,0.3264,14.86,Elliptical,0.9995593,0.0004918277,1,0,1
SPLUS.STRIPE82-0026.10329.griz,17.5714,0.3448,14.83,Elliptical,0.99996185,7.200241e-05,1,0,1
SPLUS.STRIPE82-0026.11580.griz,17.3422,0.3937,16.77,Spiral,0.00050732493,0.95755255,0,1,1
SPLUS.STRIPE82-0026.13664.griz,17.5161,0.4713,16.17,Spiral,0.00077947974,0.47509673,0,0,1
SPLUS.STRIPE82-0026.14853.griz,16.373,0.5096,15.5,Spiral,0.0002450943,0.4002215,0,0,1
SPLUS.STRIPE82-0026.15043.griz,16.7092,0.4977,16.38,Spiral,0.00044682622,0.9835123,0,1,1
SPLUS.STRIPE82-0026.15233.griz,16.7324,0.523,16.23,Elliptical,0.9988976,0.0015852749,1,0,1
SPLUS.STRIPE82-0026.15939.griz,17.6261,0.5363,15.61,Elliptical,0.99126256,0.006640166,1,0,1
SPLUS.STRIPE82-0026.15985.griz,16.3605,0.5531,15.94,Spiral,0.00055989623,0.9697118,0,1,1
SPLUS.STRIPE82-0026.17724.griz,17.6303,0.6102,16.71,Spiral,0.0013092756,0.856279,0,1,1
SPLUS.STRIPE82-0026.18172.griz,17.3646,0.6081,16.87,Spiral,0.0011285543,0.84727395,0,1,1
SPLUS.STRIPE82-0026.19181.griz,16.8165,0.6614,16.8,Elliptical,0.9898732,0.014226586,1,0,1
SPLUS.STRIPE82-0026.19521.griz,16.3435,0.6719,16.84,Spiral,0.0006299615,0.91358864,0,1,1
SPLUS.STRIPE82-0026.20873.griz,16.8438,0.7143,15.93,Elliptical,0.9992018,0.0003412664,1,0,1
SPLUS.STRIPE82-0026.21612.griz,17.5301,0.7454,16.48,Spiral,0.0017836094,0.95405555,0,1,1
SPLUS.STRIPE82-0026.24794.griz,17.0312,0.8234,15.85,Spiral,0.0140814185,0.9872732,0,1,1
SPLUS.STRIPE82-0026.26381.griz,16.8813,0.8898,15.79,Elliptical,0.99981904,0.00033318996,1,0,1
SPLUS.STRIPE82-0026.27508.griz,17.1588,0.9901,16.8,Spiral,0.0005156398,0.6557574,0,1,1
SPLUS.STRIPE82-0026.27797.griz,17.4125,0.9974,16.56,Spiral,0.00043788552,0.99625075,0,1,1
SPLUS.STRIPE82-0026.28379.griz,16.3546,0.966,16.31,Spiral,6.5267086e-05,0.99782807,0,1,1
SPLUS.STRIPE82-0026.29364.griz,16.7557,0.9099,14.87,Elliptical,0.99998057,4.3988228e-05,1,0,1
SPLUS.STRIPE82-0026.29570.griz,17.6826,0.9296,16.75,Spiral,0.00022131205,0.38692123,0,0,1
SPLUS.STRIPE82-0026.30592.griz,16.8475,0.8927,15.87,Spiral,0.0017288029,0.8343151,0,1,1
SPLUS.STRIPE82-0026.35226.griz,17.4239,1.1545,14.25,Spiral,0.00010716915,0.81419474,0,1,1
SPLUS.STRIPE82-0026.37140.griz,16.8094,1.1588,16.93,Spiral,0.00027772784,0.99599266,0,1,1
SPLUS.STRIPE82-0026.37428.griz,17.132,1.1478,16.03,Elliptical,0.9154204,0.0042095482,1,0,1
SPLUS.STRIPE82-0026.39345.griz,16.6794,1.0979,15.79,Spiral,8.2463026e-05,0.99928546,0,1,1
SPLUS.STRIPE82-0026.40054.griz,16.8453,1.0667,16.25,Spiral,0.0006289184,0.82879853,0,1,1
SPLUS.STRIPE82-0026.40342.griz,16.9189,1.0482,16.21,Elliptical,0.9999447,4.0739775e-05,1,0,1
SPLUS.STRIPE82-0027.02819.griz,17.7568,-1.2409999999999999,15.75,Elliptical,0.9999846,4.1157007e-05,1,0,1
SPLUS.STRIPE82-0027.04069.griz,18.5128,-1.1827,16.92,Elliptical,0.9999336,1.8626451e-05,1,0,1
SPLUS.STRIPE82-0027.05672.griz,18.9501,-1.105,16.26,Spiral,0.00017267466,0.9650128,0,1,1
SPLUS.STRIPE82-0027.07320.griz,18.2662,-1.0291,16.37,Elliptical,0.9997095,0.0006725192,1,0,1
SPLUS.STRIPE82-0027.10467.griz,18.1242,-0.8828,16.92,Spiral,0.08649078,0.97871816,0,1,1
SPLUS.STRIPE82-0027.11383.griz,18.5884,-0.8527,15.97,Spiral,0.0004439652,0.97056174,0,1,1
SPLUS.STRIPE82-0027.13041.griz,18.1117,-0.7772,16.61,Elliptical,0.9974402,0.0026901066,1,0,1
SPLUS.STRIPE82-0027.13910.griz,18.1575,-0.7398,15.99,Spiral,0.00047522783,0.94848204,0,1,1
SPLUS.STRIPE82-0027.13949.griz,18.4766,-0.7323,16.96,Spiral,0.00010597706,0.9974683,0,1,1
SPLUS.STRIPE82-0027.14147.griz,18.0169,-0.731,16.58,Elliptical,0.9996685,0.00010922551,1,0,1
SPLUS.STRIPE82-0027.16158.griz,18.2024,-0.2902,12.73,Elliptical,0.98930556,0.03910747,1,0,1
SPLUS.STRIPE82-0027.16174.griz,18.0359,-0.4102,13.66,Spiral,0.00014269352,0.98686635,0,1,1
SPLUS.STRIPE82-0027.17879.griz,18.8928,-0.0935,16.79,Spiral,0.00037795305,0.97501683,0,1,1
SPLUS.STRIPE82-0027.18231.griz,19.0137,-0.1146,14.4,Spiral,0.00018212199,0.9181384,0,1,1
SPLUS.STRIPE82-0027.18367.griz,18.2582,-0.1146,15.7,Spiral,0.0001834929,0.96280766,0,1,1
SPLUS.STRIPE82-0027.18391.griz,18.7754,-0.1147,16.98,Spiral,0.0010607541,0.9841787,0,1,1
SPLUS.STRIPE82-0027.19348.griz,18.8426,-0.1584,16.16,Elliptical,0.9983485,0.0018550456,1,0,1
SPLUS.STRIPE82-0027.20889.griz,18.0192,-0.2451,14.42,Elliptical,0.9999082,0.00011122227,1,0,1
SPLUS.STRIPE82-0027.23033.griz,19.0479,-0.3164,15.54,Spiral,0.00033292174,0.90548885,0,1,1
SPLUS.STRIPE82-0027.23718.griz,17.8768,-0.381,16.4,Spiral,0.0017426908,0.86845934,0,1,1
SPLUS.STRIPE82-0027.23786.griz,18.2842,-0.3662,16.16,Spiral,8.136034e-05,0.9989222,0,1,1
SPLUS.STRIPE82-0027.24476.griz,17.9833,-0.3952,16.64,Spiral,0.00048321486,0.9551388,0,1,1
SPLUS.STRIPE82-0027.25059.griz,18.0779,-0.4096,16.18,Elliptical,0.9999562,7.107854e-05,1,0,1
SPLUS.STRIPE82-0027.25681.griz,17.8158,-0.4559,15.46,Spiral,4.476309e-05,0.9962312,0,1,1
SPLUS.STRIPE82-0027.26001.griz,17.6593,-0.278,14.11,Spiral,0.00069883466,0.819245,0,1,1
SPLUS.STRIPE82-0027.26050.griz,18.5693,-0.4729,16.51,Elliptical,0.9679178,0.013965994,1,0,1
SPLUS.STRIPE82-0027.26348.griz,18.643,-0.4842,15.35,Spiral,0.0028955638,0.25727588,0,0,1
SPLUS.STRIPE82-0027.26708.griz,18.7028,-0.496,13.66,Spiral,5.5640936e-05,0.9719389,0,1,1
SPLUS.STRIPE82-0027.28200.griz,17.8993,-0.5611,16.66,Spiral,0.0010216534,0.83196706,0,1,1
SPLUS.STRIPE82-0027.28531.griz,18.9559,-0.5743,16.23,Spiral,0.00043478608,0.78500974,0,1,1
SPLUS.STRIPE82-0027.31017.griz,17.8711,-0.0035,16.63,Spiral,6.0886145e-05,0.9956902,0,1,1
SPLUS.STRIPE82-0027.31066.griz,19.0232,-0.0149,14.44,Spiral,3.6120415e-05,0.94929755,0,1,1
SPLUS.STRIPE82-0028.00789.griz,18.8155,0.0881,15.63,Spiral,0.00044107437,0.7127305,0,1,1
SPLUS.STRIPE82-0028.01408.griz,18.3633,0.1523,14.56,Spiral,0.0003811717,0.381744,0,0,1
SPLUS.STRIPE82-0028.01467.griz,18.7344,0.1307,14.67,Spiral,3.4689903e-05,0.33672088,0,0,1
SPLUS.STRIPE82-0028.01848.griz,18.5898,0.1797,14.43,Elliptical,0.99999416,2.4735928e-06,1,0,1
SPLUS.STRIPE82-0028.01987.griz,18.9639,0.1469,15.73,Spiral,0.0031385124,0.93561995,0,1,1
SPLUS.STRIPE82-0028.02179.griz,18.8173,0.1613,16.51,Spiral,0.00021356344,0.98154694,0,1,1
SPLUS.STRIPE82-0028.02664.griz,18.8157,0.2135,14.46,Elliptical,0.99994826,7.4625015e-05,1,0,1
SPLUS.STRIPE82-0028.02690.griz,18.4452,0.2021,15.03,Elliptical,0.9945724,0.020301342,1,0,1
SPLUS.STRIPE82-0028.02936.griz,18.6244,0.2153,15.58,Spiral,0.00083488226,0.74836284,0,1,1
SPLUS.STRIPE82-0028.03646.griz,18.9498,0.24100000000000002,15.28,Spiral,3.924966e-05,0.05002621,0,0,1
SPLUS.STRIPE82-0028.03714.griz,18.8515,0.2525,16.19,Spiral,0.0017316341,0.8343124,0,1,1
SPLUS.STRIPE82-0028.04269.griz,18.8536,0.2818,15.49,Elliptical,0.9888853,0.059997648,1,0,1
SPLUS.STRIPE82-0028.04385.griz,18.726,0.3033,14.59,Elliptical,0.99999845,2.3543835e-06,1,0,1
SPLUS.STRIPE82-0028.04514.griz,18.6827,0.2861,15.2,Spiral,0.00023582578,0.5499807,0,1,1
SPLUS.STRIPE82-0028.04745.griz,18.4429,0.3058,14.48,Spiral,6.145239e-05,0.9297818,0,1,1
SPLUS.STRIPE82-0028.04783.griz,18.6283,0.3245,14.47,Spiral,0.00086796284,0.38234916,0,0,1
SPLUS.STRIPE82-0028.04846.griz,18.785,0.3036,15.81,Spiral,0.025734961,0.951339,0,1,1
SPLUS.STRIPE82-0028.05090.griz,18.8787,0.313,16.51,Spiral,0.0012133121,0.91479814,0,1,1
SPLUS.STRIPE82-0028.05302.griz,18.9363,0.3324,15.5,Spiral,0.00059980154,0.8112731,0,1,1
SPLUS.STRIPE82-0028.05428.griz,18.8097,0.3387,15.86,Spiral,0.00093382597,0.7994757,0,1,1
SPLUS.STRIPE82-0028.05895.griz,18.7399,0.4308,13.4,Elliptical,0.9999572,6.4730644e-05,1,0,1
SPLUS.STRIPE82-0028.06385.griz,18.541,0.386,16.67,Elliptical,0.99322623,0.0044870973,1,0,1
SPLUS.STRIPE82-0028.06522.griz,18.7652,0.4052,14.33,Spiral,9.226799e-05,0.99878734,0,1,1
SPLUS.STRIPE82-0028.06934.griz,18.4811,0.4119,16.05,Spiral,0.00081795454,0.6874547,0,1,1
SPLUS.STRIPE82-0028.07280.griz,18.4066,0.4238,16.59,Spiral,0.0003017485,0.9964949,0,1,1
SPLUS.STRIPE82-0028.07335.griz,18.3135,0.4373,15.28,Spiral,0.00011584163,0.8751697,0,1,1
SPLUS.STRIPE82-0028.07884.griz,18.6666,0.4688,15.59,Spiral,0.00077804923,0.8374774,0,1,1
SPLUS.STRIPE82-0028.08506.griz,18.3877,0.4967,15.44,Spiral,0.00019302964,0.9767337,0,1,1
SPLUS.STRIPE82-0028.08903.griz,18.6069,0.5361,14.68,Spiral,0.00045618415,0.36270458,0,0,1
SPLUS.STRIPE82-0028.10373.griz,17.7391,0.6343,14.43,Spiral,7.69496e-05,0.8169992,0,1,1
SPLUS.STRIPE82-0028.11307.griz,18.1867,0.66,15.7,Spiral,0.00019422174,0.95934534,0,1,1
SPLUS.STRIPE82-0028.14014.griz,18.2289,0.6809,15.78,Spiral,7.972121e-05,0.9976685,0,1,1
SPLUS.STRIPE82-0028.16566.griz,18.5385,1.2506,16.34,Spiral,0.0013448596,0.7835191,0,1,1
SPLUS.STRIPE82-0028.17311.griz,18.9194,1.1981,14.55,Spiral,0.0003632605,0.7191457,0,1,1
SPLUS.STRIPE82-0028.18215.griz,18.8981,1.1443,14.77,Spiral,0.00090518594,0.8306014,0,1,1
SPLUS.STRIPE82-0028.18292.griz,18.1754,1.1443,14.99,Spiral,0.00040081143,0.83855134,0,1,1
SPLUS.STRIPE82-0028.18360.griz,18.7707,1.1412,16.93,Spiral,0.0010963678,0.99050313,0,1,1
SPLUS.STRIPE82-0028.19854.griz,18.4742,1.0371,15.91,Spiral,0.0017925203,0.59978074,0,1,1
SPLUS.STRIPE82-0028.20069.griz,18.0312,1.0529,15.91,Spiral,0.00034102798,0.9759887,0,1,1
SPLUS.STRIPE82-0028.21281.griz,18.6367,1.0043,16.59,Spiral,5.7429075e-05,0.998317,0,1,1
SPLUS.STRIPE82-0028.21629.griz,18.7963,0.9649,15.52,Spiral,0.00036522746,0.6778863,0,1,1
SPLUS.STRIPE82-0028.21654.griz,18.9712,0.9602,15.9,Elliptical,0.97731674,0.051439315,1,0,1
SPLUS.STRIPE82-0028.21742.griz,18.6994,0.9597,16.58,Spiral,0.0006060004,0.93613803,0,1,1
SPLUS.STRIPE82-0028.22715.griz,18.7853,0.9113,16.91,Spiral,0.0006920099,0.9977669,0,1,1
SPLUS.STRIPE82-0028.23010.griz,19.0043,0.8959999999999999,16.86,Spiral,2.6464462e-05,0.99875206,0,1,1
SPLUS.STRIPE82-0028.24043.griz,18.5312,0.8473,16.4,Spiral,0.0005610883,0.9523546,0,1,1
SPLUS.STRIPE82-0028.24843.griz,18.6305,0.7918,14.83,Spiral,0.0021921098,0.16991317,0,0,1
SPLUS.STRIPE82-0028.25387.griz,18.5659,0.7655,14.32,Spiral,0.00015881658,0.6546371,0,1,1
SPLUS.STRIPE82-0028.25528.griz,18.7854,0.7572,16.72,Elliptical,0.99650097,0.0008408129,1,0,1
SPLUS.STRIPE82-0029.05167.griz,19.4652,-1.2268,16.96,Elliptical,0.9967505,0.0003723204,1,0,1
SPLUS.STRIPE82-0029.05246.griz,19.7735,-1.2338,16.11,Elliptical,0.9999106,1.296401e-05,1,0,1
SPLUS.STRIPE82-0029.06378.griz,19.8848,-1.1851,16.99,Elliptical,0.99976444,6.568432e-05,1,0,1
SPLUS.STRIPE82-0029.06734.griz,19.8043,-1.1775,15.76,Elliptical,0.96056074,0.0644739,1,0,1
SPLUS.STRIPE82-0029.06818.griz,19.6343,-1.1974,14.59,Spiral,7.870793e-05,0.7042141,0,1,1
SPLUS.STRIPE82-0029.07871.griz,19.8062,-1.1444,14.52,Elliptical,0.98765826,0.02299413,1,0,1
SPLUS.STRIPE82-0029.08960.griz,19.7273,-1.0984,16.32,Elliptical,0.99952227,0.0005328655,1,0,1
SPLUS.STRIPE82-0029.09695.griz,19.554000000000002,-1.073,15.51,Spiral,0.00039175153,0.9547323,0,1,1
SPLUS.STRIPE82-0029.10418.griz,19.2541,-1.0412,16.55,Spiral,0.0004917383,0.9306318,0,1,1
SPLUS.STRIPE82-0029.10611.griz,19.6688,-1.0649,15.38,Elliptical,0.99237406,0.023085982,1,0,1
SPLUS.STRIPE82-0029.10665.griz,19.3525,-1.0655,15.37,Spiral,0.0017533302,0.954263,0,1,1
SPLUS.STRIPE82-0029.11561.griz,20.4873,-1.0143,14.98,Spiral,0.000115185976,0.89147806,0,1,1
SPLUS.STRIPE82-0029.13331.griz,20.1413,-0.9748,16.24,Spiral,0.00013670325,0.96319044,0,1,1
SPLUS.STRIPE82-0029.13489.griz,19.7234,-1.002,13.32,Elliptical,0.9978027,0.0037600696,1,0,1
SPLUS.STRIPE82-0029.14794.griz,19.3185,-0.9106,16.15,Elliptical,0.98627305,0.05563131,1,0,1
SPLUS.STRIPE82-0029.15229.griz,19.6329,-0.8915,16.51,Spiral,0.00045099854,0.89459324,0,1,1
SPLUS.STRIPE82-0029.16664.griz,19.4322,-0.8313,15.13,Elliptical,0.9422857,0.35571116,1,0,1
SPLUS.STRIPE82-0029.16754.griz,19.1557,-0.8177,16.8,Spiral,0.0015737116,0.92584133,0,1,1
SPLUS.STRIPE82-0029.17809.griz,19.7715,-0.7854,15.35,Spiral,0.00039079785,0.9952288,0,1,1
SPLUS.STRIPE82-0029.17898.griz,20.331,-0.7807,15.77,Spiral,7.900596e-05,0.9961586,0,1,1
SPLUS.STRIPE82-0029.18061.griz,20.2552,-0.7734,16.54,Spiral,0.0002708137,0.9959255,0,1,1
SPLUS.STRIPE82-0029.18201.griz,19.7491,-0.7738,16.17,Spiral,0.00031638145,0.9429274,0,1,1
SPLUS.STRIPE82-0029.19052.griz,20.4328,-0.7393,16.78,Spiral,0.0001834929,0.566098,0,1,1
SPLUS.STRIPE82-0029.19847.griz,19.3381,-0.7108,16.79,Spiral,0.00018814206,0.994459,0,1,1
SPLUS.STRIPE82-0029.22077.griz,19.7208,-0.6598,15.13,Elliptical,0.9999025,7.1913004e-05,1,0,1
SPLUS.STRIPE82-0029.22489.griz,20.2606,-0.6199,16.5,Spiral,0.006715238,0.9734356,0,1,1
SPLUS.STRIPE82-0029.22997.griz,20.1751,-0.6049,16.44,Spiral,0.0003171265,0.9216632,0,1,1
SPLUS.STRIPE82-0029.23842.griz,20.3233,-0.5976,14.29,Elliptical,0.99997354,6.574392e-05,1,0,1
SPLUS.STRIPE82-0029.24888.griz,20.1322,-0.536,16.48,Spiral,3.734231e-05,0.99967945,0,1,1
SPLUS.STRIPE82-0029.25484.griz,19.5954,-0.5149,16.92,Spiral,0.0003643036,0.9253442,0,1,1
SPLUS.STRIPE82-0029.25997.griz,20.4668,0.0092,15.92,Spiral,9.089708e-05,0.93856883,0,1,1
SPLUS.STRIPE82-0029.28280.griz,20.2404,-0.429,15.5,Spiral,0.0032129586,0.982965,0,1,1
SPLUS.STRIPE82-0029.28721.griz,20.064,-0.3359,14.44,Spiral,0.000114262104,0.9009417,0,1,1
SPLUS.STRIPE82-0029.29260.griz,20.0019,-0.474,14.92,Spiral,0.00011339784,0.9838909,0,1,1
SPLUS.STRIPE82-0029.29488.griz,20.2074,-0.4753,15.74,Spiral,0.0001424849,0.9948739,0,1,1
SPLUS.STRIPE82-0029.29570.griz,19.5022,-0.4794,15.83,Spiral,0.0015472472,0.87890744,0,1,1
SPLUS.STRIPE82-0029.30097.griz,20.1094,-0.0035,16.27,Spiral,0.0002772212,0.83021593,0,1,1
SPLUS.STRIPE82-0029.30132.griz,19.6319,-0.4943,16.13,Spiral,0.00045099854,0.9108368,0,1,1
SPLUS.STRIPE82-0029.30453.griz,20.0938,-0.0313,16.64,Elliptical,0.9998603,0.00012251735,1,0,1
SPLUS.STRIPE82-0029.30848.griz,20.227,-0.5259,15.17,Elliptical,0.98694026,0.08912173,1,0,1
SPLUS.STRIPE82-0029.31217.griz,19.9667,-0.040999999999999995,16.54,Spiral,0.00014778972,0.9993199,0,1,1
SPLUS.STRIPE82-0029.31618.griz,19.3246,-0.4188,15.56,Elliptical,0.9933884,0.006086141,1,0,1
SPLUS.STRIPE82-0029.31869.griz,20.1375,-0.0605,16.17,Spiral,0.0005208254,0.9839258,0,1,1
SPLUS.STRIPE82-0029.32050.griz,20.0964,-0.0789,14.18,Elliptical,0.99998426,1.2755394e-05,1,0,1
SPLUS.STRIPE82-0029.33167.griz,19.1969,-0.1032,16.55,Elliptical,0.99984145,4.0113926e-05,1,0,1
SPLUS.STRIPE82-0029.33719.griz,19.8453,-0.1193,16.32,Spiral,0.00096198916,0.5102773,0,0,1
SPLUS.STRIPE82-0029.35778.griz,19.645,-0.1894,16.94,Spiral,0.00074759126,0.996624,0,1,1
SPLUS.STRIPE82-0029.35918.griz,20.4633,-0.1919,16.66,Elliptical,0.9999971,2.2649765e-06,1,0,1
SPLUS.STRIPE82-0029.36781.griz,19.1628,-0.2247,16.67,Spiral,0.009120762,0.9816948,0,1,1
SPLUS.STRIPE82-0029.38925.griz,19.7681,-0.2925,16.65,Spiral,0.00041249394,0.9945004,0,1,1
SPLUS.STRIPE82-0029.39793.griz,19.972,-0.2282,16.26,Spiral,0.00031489134,0.8931368,0,1,1
SPLUS.STRIPE82-0030.02098.griz,20.3388,0.0905,14.28,Spiral,3.8594007e-05,0.99031305,0,1,1
SPLUS.STRIPE82-0030.02296.griz,20.2707,0.10300000000000001,16.42,Spiral,0.00027695298,0.9956689,0,1,1
SPLUS.STRIPE82-0030.02621.griz,19.5959,0.1189,16.92,Spiral,0.0016658008,0.89021164,0,1,1
SPLUS.STRIPE82-0030.03148.griz,19.9101,0.13,16.11,Spiral,0.00021207333,0.9304722,0,1,1
SPLUS.STRIPE82-0030.03616.griz,19.2235,0.1532,15.32,Spiral,6.0886145e-05,0.8964964,0,1,1
SPLUS.STRIPE82-0030.04426.griz,19.6548,0.1853,16.96,Elliptical,0.999325,0.00037577748,1,0,1
SPLUS.STRIPE82-0030.06022.griz,19.3258,0.2537,16.85,Spiral,0.00071024895,0.9798285,0,1,1
SPLUS.STRIPE82-0030.06650.griz,19.4339,0.2543,15.48,Spiral,0.018168569,0.97371554,0,1,1
SPLUS.STRIPE82-0030.07684.griz,19.6135,0.2855,15.54,Spiral,0.00021967292,0.95816135,0,1,1
SPLUS.STRIPE82-0030.08251.griz,19.5081,0.3144,15.48,Spiral,0.0011532605,0.9034243,0,1,1
SPLUS.STRIPE82-0030.08949.griz,20.3312,0.3551,16.29,Elliptical,0.9988617,0.00057166815,1,0,1
SPLUS.STRIPE82-0030.10136.griz,19.4298,0.4068,16.89,Spiral,0.0031923652,0.9682534,0,1,1
SPLUS.STRIPE82-0030.11819.griz,19.0984,0.4457,15.32,Spiral,0.00026866794,0.9216999,0,1,1
SPLUS.STRIPE82-0030.14016.griz,19.2003,0.5409,15.74,Elliptical,0.99353945,0.017398357,1,0,1
SPLUS.STRIPE82-0030.14049.griz,19.8535,0.5376,16.25,Spiral,0.0002501309,0.97174096,0,1,1
SPLUS.STRIPE82-0030.17344.griz,19.3718,0.6713,16.26,Spiral,0.0008369386,0.8908812,0,1,1
SPLUS.STRIPE82-0030.17703.griz,20.0252,0.6818,16.64,Spiral,0.00061929226,0.8526144,0,1,1
SPLUS.STRIPE82-0030.17757.griz,20.2031,0.6697,16.7,Spiral,0.00070384145,0.96192664,0,1,1
SPLUS.STRIPE82-0030.17978.griz,19.7803,0.6813,16.78,Spiral,0.00078609586,0.9428184,0,1,1
SPLUS.STRIPE82-0030.18340.griz,20.1101,0.6975,15.79,Elliptical,0.9997651,0.00032660365,1,0,1
